.\Solatenol_exp_ESLS1986_0VFS.dat
Init exposure day: 001
  82   1.928    0.06    0.07
  83   1.928    0.04    0.04
  84   1.926    0.03    0.05
  85   1.926    0.06    0.05
  86   1.924    0.06    0.05
  87   1.924    0.03    0.08
  88   1.924    0.04    0.04
  89   1.924    0.04    0.09
  90   1.922    0.15    0.07
  91   1.922    0.03    0.03
  92   1.922    0.05    0.04
  93   1.922    0.05    0.03
  94   1.920    0.03    0.03
  95   1.920    0.03    0.03
  96   1.920    0.04    0.04
  97   1.920    0.05    0.04
  98   1.918    0.06    0.04
  99   1.918    0.05    0.04
 100   1.918    0.03    0.04
 101   1.916    0.03    0.08
 102   1.916    0.02    0.06
 103   1.916    0.03    0.06
 104   1.916    0.05    0.03
 105   1.914    0.03    0.04
 106   1.914    0.03    0.06
 107   1.914    0.07    0.06
 108   1.912    0.09    0.06
 109   1.912    0.03    0.04
 110   1.912    0.05    0.05
 111   1.910    0.03    0.06
 112   1.910    0.07    0.03
 113   1.910    0.03    0.07
 114   1.908    0.04    0.04
 115   1.908    0.03    0.04
 116   1.908    0.07    0.05
 117   1.906    0.05    0.05
 118   1.906    0.02    0.11
 119   1.932    0.04    0.05
 120   2.020    0.05    0.06
 121   1.980    0.07    0.03
 122   1.958    0.02    0.05
 123   1.942    0.02    0.04
 124   1.932    0.03    0.07
 125   1.924    0.03    0.05
 126   1.918    0.08    0.05
 127   1.914    0.03    0.05
 128   1.910    0.07    0.04
 129   1.908    0.03    0.04
 130   1.906    0.11    0.04
 131   1.904    0.05    0.05
 132   1.902    0.04    0.08
 133   1.902    0.04    0.07
 134   1.900    0.08    0.06
 135   1.900    0.08    0.05
 136   1.922    0.04    0.06
 137   2.200    0.04    0.06
 138   2.120    0.02    0.06
 139   2.040    0.04    0.05
 140   2.000    0.03    0.02
 141   1.976    0.03    0.04
 142   1.954    0.06    0.04
 143   1.940    0.02    0.07
 144   1.928    0.03    0.03
 145   1.926    0.03    0.05
 146   1.918    0.03    0.06
 147   1.914    0.05    0.07
 148   1.910    0.03    0.04
 149   1.906    0.06    0.03
 150   1.904    0.04    0.03
 151   1.902    0.05    0.04
 152   1.900    0.05    0.05
 153   1.898    0.04    0.06
 154   1.898    0.04    0.05
 155   1.896    0.10    0.04
 156   1.896    0.03    0.05
 157   1.894    0.04    0.05
 158   1.894    0.02    0.04
 159   1.892    0.04    0.08
 160   1.892    0.05    0.04
 161   1.892    0.04    0.04
 162   1.890    0.04    0.03
 163   1.890    0.03    0.04
 164   1.888    0.02    0.05
 165   1.886    0.06    0.06
 166   1.886    0.04    0.03
 167   1.884    0.11    0.04
 168   1.884    0.05    0.06
 169   1.882    0.04    0.07
 170   1.882    0.03    0.03
 171   1.880    0.04    0.06
 172   1.878    0.05    0.04
 173   1.878    0.04    0.05
 174   1.876    0.04    0.04
 175   1.876    0.03    0.06
 176   1.874    0.08    0.07
 177   1.872    0.04    0.05
 178   1.872    0.02    0.06
 179   1.870    0.03    0.05
 180   1.868    0.04    0.07
 181   3.280    0.05    0.07
 182   2.880    0.04    0.04
 183   2.600    0.06    0.04
 184   2.400    0.04    0.06
 185   2.260    0.03    0.05
 186   2.180    0.02    0.03
 187   2.100    0.05    0.04
 188   2.140    0.04    0.04
 189   6.160    0.11    0.06
 190   4.960    0.06    0.05
 191   4.180    0.12    0.05
 192   3.560    0.02    0.06
 193   3.140    0.04    0.03
 194   2.840    0.04    0.03
 195   2.640    0.07    0.05
 196   2.500    0.06    0.06
 197   2.400    0.04    0.06
 198   2.320    0.03    0.05
 199   2.280    0.06    0.03
 200   2.240    0.02    0.08
 201   2.220    0.04    0.04
 202   2.200    0.02    0.03
 203   2.180    0.09    0.05
 204   2.180    0.05    0.05
 205   2.160    0.03    0.04
 206   2.160    0.03    0.04
 207   2.160    0.05    0.04
 208   2.160    0.02    0.05
 209   2.140    0.05    0.06
 210   2.140    0.04    0.04
 211   2.140    0.06    0.06
 212   2.140    0.02    0.03
 213   2.140    0.03    0.02
 214   2.140    0.06    0.06
 215   2.140    0.01    0.03
 216   2.140    0.06    0.05
 217   2.180    0.03    0.05
 218   2.160    0.04    0.04
 219   2.240    0.07    0.04
 220   2.200    0.02    0.05
 221   2.180    0.03    0.03
 222   2.160    0.05    0.05
 223   2.160    0.02    0.05
 224   2.140    0.05    0.05
 225   2.140    0.03    0.05
 226   2.140    0.02    0.03
 227   2.120    0.10    0.03
 228   2.120    0.02    0.03
 229   2.120    0.05    0.05
 230   2.120    0.08    0.04
 231   2.120    0.08    0.04
 232   2.120    0.03    0.04
 233   2.120    0.05    0.03
 234   2.120    0.06    0.03
 235   2.100    0.06    0.07
 236   2.100    0.05    0.03
 237   2.100    0.03    0.04
 238   2.100    0.05    0.04
 239   2.100    0.12    0.06
 240   2.100    0.09    0.05
 241   2.100    0.05    0.05
 242   2.100    0.04    0.05
 243   2.100    0.04    0.05
 244   2.100    0.03    0.04
 245   2.100    0.06    0.05
 246   2.100    0.03    0.04
 247   2.100    0.04    0.04
 248   2.100    0.03    0.05
 249   2.100    0.03    0.06
 250   2.080    0.05    0.07
 251   2.080    0.07    0.03
 252   2.080    0.03    0.05
 253   2.080    0.03    0.04
 254   2.080    0.03    0.05
 255   2.080    0.09    0.04
 256   2.080    0.03    0.07
 257   2.080    0.04    0.03
 258   2.080    0.04    0.05
 259   2.080    0.04    0.04
 260   2.080    0.03    0.04
 261   2.080    0.07    0.07
 262   2.140    0.05    0.04
 263   2.120    0.03    0.04
 264   2.100    0.04    0.05
 265   2.140    0.05    0.05
 266   2.120    0.02    0.03
 267   2.500    0.10    0.05
 268   2.380    0.05    0.02
 269   2.300    0.04    0.06
 270   2.240    0.04    0.04
 271   2.180    0.07    0.04
 272   2.300    0.03    0.05
 273   2.240    0.03    0.04
 274   2.220    0.01    0.03
 275   2.180    0.02    0.09
 276   2.180    0.07    0.05
 277   2.160    0.06    0.06
 278   2.140    0.02    0.05
 279   2.120    0.03    0.05
 280   2.120    0.03    0.06
 281   2.100    0.07    0.06
 282   2.100    0.02    0.05
 283   2.100    0.04    0.04
 284   2.100    0.04    0.06
 285   2.100    0.04    0.05
 286   2.100    0.04    0.03
 287   2.100    0.05    0.04
 288   2.080    0.03    0.06
 289   2.080    0.05    0.04
 290   2.080    0.03    0.04
 291   2.080    0.03    0.07
 292   2.080    0.02    0.05
 293   2.080    0.04    0.04
 294   2.080    0.03    0.03
 295   2.080    0.06    0.05
 296   2.080    0.05    0.07
 297   2.080    0.06    0.03
 298   2.360    0.03    0.04
 299   2.280    0.05    0.04
 300   2.220    0.05    0.06
 301   2.180    0.03    0.06
 302   2.140    0.06    0.05
 303   2.120    0.04    0.05
 304   2.120    0.02    0.06
 305   2.100    0.04    0.06
 306   2.100    0.03    0.05
 307   2.100    0.03    0.05
 308   2.080    0.05    0.05
 309   2.080    0.08    0.07
 310   2.080    0.04    0.06
 311   2.080    0.04    0.06
 312   2.080    0.05    0.04
 313   2.080    0.10    0.04
 314   2.080    0.09    0.07
 315   2.080    0.04    0.03
 316   2.080    0.09    0.04
 317   2.080    0.06    0.05
 318   2.080    0.03    0.03
 319   2.080    0.02    0.04
 320   2.080    0.04    0.03
 321   2.080    0.05    0.05
 322   2.080    0.02    0.02
 323   2.080    0.09    0.03
 324   2.080    0.03    0.03
 325   2.080    0.04    0.04
 326   2.080    0.03    0.06
 327   2.080    0.04    0.03
 328   2.080    0.03    0.04
 329   2.080    0.05    0.06
 330   2.080    0.04    0.05
 331   2.080    0.03    0.04
 332   2.060    0.03    0.04
 333   2.060    0.01    0.05
 334   2.060    0.04    0.06
 335   2.220    0.05    0.05
 336   2.180    0.05    0.05
 337   2.140    0.06    0.03
 338   2.120    0.03    0.08
 339   2.100    0.05    0.03
 340   2.100    0.02    0.05
 341   2.120    0.06    0.04
 342   2.120    0.02    0.03
 343   2.100    0.03    0.04
 344   2.100    0.05    0.04
 345   2.080    0.03    0.05
 346   2.080    0.04    0.04
 347   2.080    0.04    0.06
 348   2.080    0.03    0.05
 349   2.080    0.02    0.03
 350   2.080    0.04    0.03
 351   2.080    0.05    0.05
 352   2.080    0.05    0.04
 353   2.080    0.03    0.05
 354   2.080    0.04    0.04
 355   2.080    0.03    0.04
 356   2.080    0.03    0.06
 357   2.080    0.04    0.06
 358   2.080    0.03    0.05
 359   2.080    0.01    0.03
 360   2.080    0.02    0.06
 361   2.080    0.06    0.09
 362   2.060    0.05    0.07
 363   2.060    0.03    0.08
 364   2.060    0.03    0.03
 365   2.060    0.03    0.06
