.\TS_CASM_Inp\T3DIGPondWater_2018.dat
Init exposure day: 001
  82   0.278    0.06    0.07
  83   0.297    0.04    0.04
  84   0.316    0.03    0.05
  85   0.337    0.06    0.05
  86   0.360    0.06    0.05
  87   0.383    0.03    0.08
  88   0.409    0.04    0.04
  89   0.436    0.04    0.09
  90   0.465    0.15    0.07
  91   0.495    0.03    0.03
  92   0.528    0.05    0.04
  93   0.563    0.05    0.03
  94   0.600    0.03    0.03
  95   0.584    0.03    0.03
  96   0.569    0.04    0.04
  97   0.554    0.05    0.04
  98   0.540    0.06    0.04
  99   0.526    0.05    0.04
 100   0.512    0.03    0.04
 101   0.499    0.03    0.08
 102   0.486    0.02    0.06
 103   0.473    0.03    0.06
 104   0.461    0.05    0.03
 105   0.449    0.03    0.04
 106   0.437    0.03    0.06
 107   0.425    0.07    0.06
 108   0.414    0.09    0.06
 109   0.404    0.03    0.04
 110   0.393    0.05    0.05
 111   0.383    0.03    0.06
 112   0.373    0.07    0.03
 113   0.363    0.03    0.07
 114   0.354    0.04    0.04
 115   0.344    0.03    0.04
 116   0.335    0.07    0.05
 117   0.327    0.05    0.05
 118   0.318    0.02    0.11
 119   0.310    0.04    0.05
 120   0.302    0.05    0.06
 121   0.294    0.07    0.03
 122   0.286    0.02    0.05
 123   0.279    0.02    0.04
 124   0.271    0.03    0.07
 125   0.264    0.03    0.05
 126   0.255    0.08    0.05
 127   0.245    0.03    0.05
 128   0.236    0.07    0.04
 129   0.228    0.03    0.04
 130   0.219    0.11    0.04
 131   0.211    0.05    0.05
 132   0.203    0.04    0.08
 133   0.196    0.04    0.07
 134   0.189    0.08    0.06
 135   0.182    0.08    0.05
 136   0.175    0.04    0.06
 137   0.169    0.04    0.06
 138   0.163    0.02    0.06
 139   0.157    0.04    0.05
 140   0.151    0.03    0.02
 141   0.145    0.03    0.04
 142   0.140    0.06    0.04
 143   0.135    0.02    0.07
 144   0.130    0.03    0.03
 145   0.125    0.03    0.05
 146   0.121    0.03    0.06
 147   0.116    0.05    0.07
 148   0.112    0.03    0.04
 149   0.108    0.06    0.03
 150   0.104    0.04    0.03
 151   0.100    0.05    0.04
 152   0.101    0.05    0.05
 153   0.102    0.04    0.06
 154   0.102    0.04    0.05
 155   0.103    0.10    0.04
 156   0.104    0.03    0.05
 157   0.105    0.04    0.05
 158   0.105    0.02    0.04
 159   0.106    0.04    0.08
 160   0.107    0.05    0.04
 161   0.108    0.04    0.04
 162   0.109    0.04    0.03
 163   0.109    0.03    0.04
 164   0.110    0.02    0.05
 165   0.111    0.06    0.06
 166   0.112    0.04    0.03
 167   0.113    0.11    0.04
 168   0.114    0.05    0.06
 169   0.114    0.04    0.07
 170   0.115    0.03    0.03
 171   0.116    0.04    0.06
 172   0.117    0.05    0.04
 173   0.118    0.04    0.05
 174   0.119    0.04    0.04
 175   0.120    0.03    0.06
 176   0.121    0.08    0.07
 177   0.121    0.04    0.05
 178   0.121    0.02    0.06
 179   0.121    0.03    0.05
 180   0.121    0.04    0.07
 181   0.121    0.05    0.07
 182   0.120    0.04    0.04
 183   0.120    0.06    0.04
 184   0.120    0.04    0.06
 185   0.120    0.03    0.05
 186   0.120    0.02    0.03
 187   0.119    0.05    0.04
 188   0.119    0.04    0.04
 189   0.119    0.11    0.06
 190   0.119    0.06    0.05
 191   0.119    0.12    0.05
 192   0.118    0.02    0.06
 193   0.118    0.04    0.03
 194   0.118    0.04    0.03
 195   0.118    0.07    0.05
 196   0.118    0.06    0.06
 197   0.117    0.04    0.06
 198   0.117    0.03    0.05
 199   0.117    0.06    0.03
 200   0.117    0.02    0.08
 201   0.117    0.04    0.04
 202   0.116    0.02    0.03
 203   0.116    0.09    0.05
 204   0.116    0.05    0.05
 205   0.116    0.03    0.04
 206   0.116    0.03    0.04
 207   0.117    0.05    0.04
 208   0.119    0.02    0.05
 209   0.120    0.05    0.06
 210   0.122    0.04    0.04
 211   0.123    0.06    0.06
 212   0.125    0.02    0.03
 213   0.126    0.03    0.02
 214   0.128    0.06    0.06
 215   0.130    0.01    0.03
 216   0.131    0.06    0.05
 217   0.133    0.03    0.05
 218   0.135    0.04    0.04
 219   0.136    0.07    0.04
 220   0.138    0.02    0.05
 221   0.140    0.03    0.03
 222   0.142    0.05    0.05
 223   0.143    0.02    0.05
 224   0.145    0.05    0.05
 225   0.147    0.03    0.05
 226   0.149    0.02    0.03
 227   0.151    0.10    0.03
 228   0.153    0.02    0.03
 229   0.155    0.05    0.05
 230   0.157    0.08    0.04
 231   0.159    0.08    0.04
 232   0.161    0.03    0.04
 233   0.163    0.05    0.03
 234   0.176    0.06    0.03
 235   0.189    0.06    0.07
 236   0.204    0.05    0.03
 237   0.220    0.03    0.04
 238   0.237    0.05    0.04
 239   0.256    0.12    0.06
 240   0.276    0.09    0.05
 241   0.298    0.05    0.05
 242   0.321    0.04    0.05
 243   0.346    0.04    0.05
 244   0.373    0.03    0.04
 245   0.402    0.06    0.05
 246   0.434    0.03    0.04
 247   0.468    0.04    0.04
 248   0.504    0.03    0.05
 249   0.544    0.03    0.06
 250   0.586    0.05    0.07
 251   0.632    0.07    0.03
 252   0.682    0.03    0.05
 253   0.735    0.03    0.04
 254   0.792    0.03    0.05
 255   0.854    0.09    0.04
 256   0.921    0.03    0.07
 257   0.993    0.04    0.03
 258   1.071    0.04    0.05
 259   1.155    0.04    0.04
 260   1.245    0.03    0.04
 261   1.343    0.07    0.07
 262   1.323    0.05    0.04
 263   1.303    0.03    0.04
 264   1.284    0.04    0.05
 265   1.265    0.05    0.05
 266   1.246    0.02    0.03
 267   1.227    0.10    0.05
 268   1.209    0.05    0.02
 269   1.191    0.04    0.06
 270   1.173    0.04    0.04
 271   1.156    0.07    0.04
 272   1.138    0.03    0.05
 273   1.121    0.03    0.04
 274   1.105    0.01    0.03
 275   1.088    0.02    0.09
 276   1.072    0.07    0.05
 277   1.056    0.06    0.06
 278   1.040    0.02    0.05
 279   1.025    0.03    0.05
 280   1.009    0.03    0.06
 281   0.994    0.07    0.06
 282   0.980    0.02    0.05
 283   0.965    0.04    0.04
 284   0.951    0.04    0.06
 285   0.936    0.04    0.05
 286   0.922    0.04    0.03
 287   0.909    0.05    0.04
 288   0.895    0.03    0.06
 289   0.882    0.05    0.04
 290   0.869    0.03    0.04
 291   0.862    0.03    0.07
 292   0.855    0.02    0.05
 293   0.848    0.04    0.04
 294   0.841    0.03    0.03
 295   0.835    0.06    0.05
 296   0.828    0.05    0.07
 297   0.822    0.06    0.03
 298   0.815    0.03    0.04
 299   0.809    0.05    0.04
 300   0.802    0.05    0.06
 301   0.796    0.03    0.06
 302   0.790    0.06    0.05
 303   0.783    0.04    0.05
 304   0.777    0.02    0.06
 305   0.771    0.04    0.06
 306   0.765    0.03    0.05
 307   0.759    0.03    0.05
 308   0.753    0.05    0.05
 309   0.747    0.08    0.07
 310   0.741    0.04    0.06
 311   0.735    0.04    0.06
 312   0.730    0.05    0.04
 313   0.724    0.10    0.04
 314   0.718    0.09    0.07
 315   0.712    0.04    0.03
 316   0.707    0.09    0.04
 317   0.701    0.06    0.05
 318   0.696    0.03    0.03
 319   0.690    0.02    0.04
 320   0.685    0.04    0.03
 321   0.679    0.05    0.05
 322   0.674    0.02    0.02
 323   0.669    0.09    0.03
 324   0.668    0.03    0.03
 325   0.668    0.04    0.04
 326   0.667    0.03    0.06
 327   0.667    0.04    0.03
 328   0.667    0.03    0.04
 329   0.666    0.05    0.06
 330   0.666    0.04    0.05
 331   0.665    0.03    0.04
 332   0.665    0.03    0.04
 333   0.665    0.01    0.05
 334   0.664    0.04    0.06
 335   0.664    0.05    0.05
 336   0.663    0.05    0.05
 337   0.663    0.06    0.03
 338   0.663    0.03    0.08
 339   0.662    0.05    0.03
 340   0.662    0.02    0.05
 341   0.661    0.06    0.04
 342   0.661    0.02    0.03
 343   0.661    0.03    0.04
 344   0.660    0.05    0.04
 345   0.660    0.03    0.05
 346   0.660    0.04    0.04
 347   0.659    0.04    0.06
 348   0.659    0.03    0.05
 349   0.658    0.02    0.03
 350   0.658    0.04    0.03
 351   0.658    0.05    0.05
 352   0.657    0.05    0.04
 353   0.657    0.03    0.05
 354   0.656    0.04    0.04
 355   0.656    0.03    0.04
 356   0.656    0.03    0.06
 357   0.655    0.04    0.06
 358   0.655    0.03    0.05
 359   0.654    0.01    0.03
 360   0.654    0.02    0.06
 361   0.654    0.06    0.09
 362   0.653    0.05    0.07
 363   0.653    0.03    0.08
 364   0.652    0.03    0.03
 365   0.652    0.03    0.06
