.\Solatenol_exp_ESLS1986_0VFS.dat
Init exposure day: 001
  82   2.892    0.06    0.07
  83   2.892    0.04    0.04
  84   2.889    0.03    0.05
  85   2.889    0.06    0.05
  86   2.886    0.06    0.05
  87   2.886    0.03    0.08
  88   2.886    0.04    0.04
  89   2.886    0.04    0.09
  90   2.883    0.15    0.07
  91   2.883    0.03    0.03
  92   2.883    0.05    0.04
  93   2.883    0.05    0.03
  94   2.880    0.03    0.03
  95   2.880    0.03    0.03
  96   2.880    0.04    0.04
  97   2.880    0.05    0.04
  98   2.877    0.06    0.04
  99   2.877    0.05    0.04
 100   2.877    0.03    0.04
 101   2.874    0.03    0.08
 102   2.874    0.02    0.06
 103   2.874    0.03    0.06
 104   2.874    0.05    0.03
 105   2.871    0.03    0.04
 106   2.871    0.03    0.06
 107   2.871    0.07    0.06
 108   2.868    0.09    0.06
 109   2.868    0.03    0.04
 110   2.868    0.05    0.05
 111   2.865    0.03    0.06
 112   2.865    0.07    0.03
 113   2.865    0.03    0.07
 114   2.862    0.04    0.04
 115   2.862    0.03    0.04
 116   2.862    0.07    0.05
 117   2.859    0.05    0.05
 118   2.859    0.02    0.11
 119   2.898    0.04    0.05
 120   3.030    0.05    0.06
 121   2.970    0.07    0.03
 122   2.937    0.02    0.05
 123   2.913    0.02    0.04
 124   2.898    0.03    0.07
 125   2.886    0.03    0.05
 126   2.877    0.08    0.05
 127   2.871    0.03    0.05
 128   2.865    0.07    0.04
 129   2.862    0.03    0.04
 130   2.859    0.11    0.04
 131   2.856    0.05    0.05
 132   2.853    0.04    0.08
 133   2.853    0.04    0.07
 134   2.850    0.08    0.06
 135   2.850    0.08    0.05
 136   2.883    0.04    0.06
 137   3.300    0.04    0.06
 138   3.180    0.02    0.06
 139   3.060    0.04    0.05
 140   3.000    0.03    0.02
 141   2.964    0.03    0.04
 142   2.931    0.06    0.04
 143   2.910    0.02    0.07
 144   2.892    0.03    0.03
 145   2.889    0.03    0.05
 146   2.877    0.03    0.06
 147   2.871    0.05    0.07
 148   2.865    0.03    0.04
 149   2.859    0.06    0.03
 150   2.856    0.04    0.03
 151   2.853    0.05    0.04
 152   2.850    0.05    0.05
 153   2.847    0.04    0.06
 154   2.847    0.04    0.05
 155   2.844    0.10    0.04
 156   2.844    0.03    0.05
 157   2.841    0.04    0.05
 158   2.841    0.02    0.04
 159   2.838    0.04    0.08
 160   2.838    0.05    0.04
 161   2.838    0.04    0.04
 162   2.835    0.04    0.03
 163   2.835    0.03    0.04
 164   2.832    0.02    0.05
 165   2.829    0.06    0.06
 166   2.829    0.04    0.03
 167   2.826    0.11    0.04
 168   2.826    0.05    0.06
 169   2.823    0.04    0.07
 170   2.823    0.03    0.03
 171   2.820    0.04    0.06
 172   2.817    0.05    0.04
 173   2.817    0.04    0.05
 174   2.814    0.04    0.04
 175   2.814    0.03    0.06
 176   2.811    0.08    0.07
 177   2.808    0.04    0.05
 178   2.808    0.02    0.06
 179   2.805    0.03    0.05
 180   2.802    0.04    0.07
 181   4.920    0.05    0.07
 182   4.320    0.04    0.04
 183   3.900    0.06    0.04
 184   3.600    0.04    0.06
 185   3.390    0.03    0.05
 186   3.270    0.02    0.03
 187   3.150    0.05    0.04
 188   3.210    0.04    0.04
 189   9.240    0.11    0.06
 190   7.440    0.06    0.05
 191   6.270    0.12    0.05
 192   5.340    0.02    0.06
 193   4.710    0.04    0.03
 194   4.260    0.04    0.03
 195   3.960    0.07    0.05
 196   3.750    0.06    0.06
 197   3.600    0.04    0.06
 198   3.480    0.03    0.05
 199   3.420    0.06    0.03
 200   3.360    0.02    0.08
 201   3.330    0.04    0.04
 202   3.300    0.02    0.03
 203   3.270    0.09    0.05
 204   3.270    0.05    0.05
 205   3.240    0.03    0.04
 206   3.240    0.03    0.04
 207   3.240    0.05    0.04
 208   3.240    0.02    0.05
 209   3.210    0.05    0.06
 210   3.210    0.04    0.04
 211   3.210    0.06    0.06
 212   3.210    0.02    0.03
 213   3.210    0.03    0.02
 214   3.210    0.06    0.06
 215   3.210    0.01    0.03
 216   3.210    0.06    0.05
 217   3.270    0.03    0.05
 218   3.240    0.04    0.04
 219   3.360    0.07    0.04
 220   3.300    0.02    0.05
 221   3.270    0.03    0.03
 222   3.240    0.05    0.05
 223   3.240    0.02    0.05
 224   3.210    0.05    0.05
 225   3.210    0.03    0.05
 226   3.210    0.02    0.03
 227   3.180    0.10    0.03
 228   3.180    0.02    0.03
 229   3.180    0.05    0.05
 230   3.180    0.08    0.04
 231   3.180    0.08    0.04
 232   3.180    0.03    0.04
 233   3.180    0.05    0.03
 234   3.180    0.06    0.03
 235   3.150    0.06    0.07
 236   3.150    0.05    0.03
 237   3.150    0.03    0.04
 238   3.150    0.05    0.04
 239   3.150    0.12    0.06
 240   3.150    0.09    0.05
 241   3.150    0.05    0.05
 242   3.150    0.04    0.05
 243   3.150    0.04    0.05
 244   3.150    0.03    0.04
 245   3.150    0.06    0.05
 246   3.150    0.03    0.04
 247   3.150    0.04    0.04
 248   3.150    0.03    0.05
 249   3.150    0.03    0.06
 250   3.120    0.05    0.07
 251   3.120    0.07    0.03
 252   3.120    0.03    0.05
 253   3.120    0.03    0.04
 254   3.120    0.03    0.05
 255   3.120    0.09    0.04
 256   3.120    0.03    0.07
 257   3.120    0.04    0.03
 258   3.120    0.04    0.05
 259   3.120    0.04    0.04
 260   3.120    0.03    0.04
 261   3.120    0.07    0.07
 262   3.210    0.05    0.04
 263   3.180    0.03    0.04
 264   3.150    0.04    0.05
 265   3.210    0.05    0.05
 266   3.180    0.02    0.03
 267   3.750    0.10    0.05
 268   3.570    0.05    0.02
 269   3.450    0.04    0.06
 270   3.360    0.04    0.04
 271   3.270    0.07    0.04
 272   3.450    0.03    0.05
 273   3.360    0.03    0.04
 274   3.330    0.01    0.03
 275   3.270    0.02    0.09
 276   3.270    0.07    0.05
 277   3.240    0.06    0.06
 278   3.210    0.02    0.05
 279   3.180    0.03    0.05
 280   3.180    0.03    0.06
 281   3.150    0.07    0.06
 282   3.150    0.02    0.05
 283   3.150    0.04    0.04
 284   3.150    0.04    0.06
 285   3.150    0.04    0.05
 286   3.150    0.04    0.03
 287   3.150    0.05    0.04
 288   3.120    0.03    0.06
 289   3.120    0.05    0.04
 290   3.120    0.03    0.04
 291   3.120    0.03    0.07
 292   3.120    0.02    0.05
 293   3.120    0.04    0.04
 294   3.120    0.03    0.03
 295   3.120    0.06    0.05
 296   3.120    0.05    0.07
 297   3.120    0.06    0.03
 298   3.540    0.03    0.04
 299   3.420    0.05    0.04
 300   3.330    0.05    0.06
 301   3.270    0.03    0.06
 302   3.210    0.06    0.05
 303   3.180    0.04    0.05
 304   3.180    0.02    0.06
 305   3.150    0.04    0.06
 306   3.150    0.03    0.05
 307   3.150    0.03    0.05
 308   3.120    0.05    0.05
 309   3.120    0.08    0.07
 310   3.120    0.04    0.06
 311   3.120    0.04    0.06
 312   3.120    0.05    0.04
 313   3.120    0.10    0.04
 314   3.120    0.09    0.07
 315   3.120    0.04    0.03
 316   3.120    0.09    0.04
 317   3.120    0.06    0.05
 318   3.120    0.03    0.03
 319   3.120    0.02    0.04
 320   3.120    0.04    0.03
 321   3.120    0.05    0.05
 322   3.120    0.02    0.02
 323   3.120    0.09    0.03
 324   3.120    0.03    0.03
 325   3.120    0.04    0.04
 326   3.120    0.03    0.06
 327   3.120    0.04    0.03
 328   3.120    0.03    0.04
 329   3.120    0.05    0.06
 330   3.120    0.04    0.05
 331   3.120    0.03    0.04
 332   3.090    0.03    0.04
 333   3.090    0.01    0.05
 334   3.090    0.04    0.06
 335   3.330    0.05    0.05
 336   3.270    0.05    0.05
 337   3.210    0.06    0.03
 338   3.180    0.03    0.08
 339   3.150    0.05    0.03
 340   3.150    0.02    0.05
 341   3.180    0.06    0.04
 342   3.180    0.02    0.03
 343   3.150    0.03    0.04
 344   3.150    0.05    0.04
 345   3.120    0.03    0.05
 346   3.120    0.04    0.04
 347   3.120    0.04    0.06
 348   3.120    0.03    0.05
 349   3.120    0.02    0.03
 350   3.120    0.04    0.03
 351   3.120    0.05    0.05
 352   3.120    0.05    0.04
 353   3.120    0.03    0.05
 354   3.120    0.04    0.04
 355   3.120    0.03    0.04
 356   3.120    0.03    0.06
 357   3.120    0.04    0.06
 358   3.120    0.03    0.05
 359   3.120    0.01    0.03
 360   3.120    0.02    0.06
 361   3.120    0.06    0.09
 362   3.090    0.05    0.07
 363   3.090    0.03    0.08
 364   3.090    0.03    0.03
 365   3.090    0.03    0.06
