.\Solatenol_exp_ESLS1986_0VFS.dat
Init exposure day: 001
  82   4.820    0.06    0.07
  83   4.820    0.04    0.04
  84   4.815    0.03    0.05
  85   4.815    0.06    0.05
  86   4.810    0.06    0.05
  87   4.810    0.03    0.08
  88   4.810    0.04    0.04
  89   4.810    0.04    0.09
  90   4.805    0.15    0.07
  91   4.805    0.03    0.03
  92   4.805    0.05    0.04
  93   4.805    0.05    0.03
  94   4.800    0.03    0.03
  95   4.800    0.03    0.03
  96   4.800    0.04    0.04
  97   4.800    0.05    0.04
  98   4.795    0.06    0.04
  99   4.795    0.05    0.04
 100   4.795    0.03    0.04
 101   4.790    0.03    0.08
 102   4.790    0.02    0.06
 103   4.790    0.03    0.06
 104   4.790    0.05    0.03
 105   4.785    0.03    0.04
 106   4.785    0.03    0.06
 107   4.785    0.07    0.06
 108   4.780    0.09    0.06
 109   4.780    0.03    0.04
 110   4.780    0.05    0.05
 111   4.775    0.03    0.06
 112   4.775    0.07    0.03
 113   4.775    0.03    0.07
 114   4.770    0.04    0.04
 115   4.770    0.03    0.04
 116   4.770    0.07    0.05
 117   4.765    0.05    0.05
 118   4.765    0.02    0.11
 119   4.830    0.04    0.05
 120   5.050    0.05    0.06
 121   4.950    0.07    0.03
 122   4.895    0.02    0.05
 123   4.855    0.02    0.04
 124   4.830    0.03    0.07
 125   4.810    0.03    0.05
 126   4.795    0.08    0.05
 127   4.785    0.03    0.05
 128   4.775    0.07    0.04
 129   4.770    0.03    0.04
 130   4.765    0.11    0.04
 131   4.760    0.05    0.05
 132   4.755    0.04    0.08
 133   4.755    0.04    0.07
 134   4.750    0.08    0.06
 135   4.750    0.08    0.05
 136   4.805    0.04    0.06
 137   5.500    0.04    0.06
 138   5.300    0.02    0.06
 139   5.100    0.04    0.05
 140   5.000    0.03    0.02
 141   4.940    0.03    0.04
 142   4.885    0.06    0.04
 143   4.850    0.02    0.07
 144   4.820    0.03    0.03
 145   4.815    0.03    0.05
 146   4.795    0.03    0.06
 147   4.785    0.05    0.07
 148   4.775    0.03    0.04
 149   4.765    0.06    0.03
 150   4.760    0.04    0.03
 151   4.755    0.05    0.04
 152   4.750    0.05    0.05
 153   4.745    0.04    0.06
 154   4.745    0.04    0.05
 155   4.740    0.10    0.04
 156   4.740    0.03    0.05
 157   4.735    0.04    0.05
 158   4.735    0.02    0.04
 159   4.730    0.04    0.08
 160   4.730    0.05    0.04
 161   4.730    0.04    0.04
 162   4.725    0.04    0.03
 163   4.725    0.03    0.04
 164   4.720    0.02    0.05
 165   4.715    0.06    0.06
 166   4.715    0.04    0.03
 167   4.710    0.11    0.04
 168   4.710    0.05    0.06
 169   4.705    0.04    0.07
 170   4.705    0.03    0.03
 171   4.700    0.04    0.06
 172   4.695    0.05    0.04
 173   4.695    0.04    0.05
 174   4.690    0.04    0.04
 175   4.690    0.03    0.06
 176   4.685    0.08    0.07
 177   4.680    0.04    0.05
 178   4.680    0.02    0.06
 179   4.675    0.03    0.05
 180   4.670    0.04    0.07
 181   8.200    0.05    0.07
 182   7.200    0.04    0.04
 183   6.500    0.06    0.04
 184   6.000    0.04    0.06
 185   5.650    0.03    0.05
 186   5.450    0.02    0.03
 187   5.250    0.05    0.04
 188   5.350    0.04    0.04
 189   15.40    0.11    0.06
 190   12.40    0.06    0.05
 191   10.45    0.12    0.05
 192   8.900    0.02    0.06
 193   7.850    0.04    0.03
 194   7.100    0.04    0.03
 195   6.600    0.07    0.05
 196   6.250    0.06    0.06
 197   6.000    0.04    0.06
 198   5.800    0.03    0.05
 199   5.700    0.06    0.03
 200   5.600    0.02    0.08
 201   5.550    0.04    0.04
 202   5.500    0.02    0.03
 203   5.450    0.09    0.05
 204   5.450    0.05    0.05
 205   5.400    0.03    0.04
 206   5.400    0.03    0.04
 207   5.400    0.05    0.04
 208   5.400    0.02    0.05
 209   5.350    0.05    0.06
 210   5.350    0.04    0.04
 211   5.350    0.06    0.06
 212   5.350    0.02    0.03
 213   5.350    0.03    0.02
 214   5.350    0.06    0.06
 215   5.350    0.01    0.03
 216   5.350    0.06    0.05
 217   5.450    0.03    0.05
 218   5.400    0.04    0.04
 219   5.600    0.07    0.04
 220   5.500    0.02    0.05
 221   5.450    0.03    0.03
 222   5.400    0.05    0.05
 223   5.400    0.02    0.05
 224   5.350    0.05    0.05
 225   5.350    0.03    0.05
 226   5.350    0.02    0.03
 227   5.300    0.10    0.03
 228   5.300    0.02    0.03
 229   5.300    0.05    0.05
 230   5.300    0.08    0.04
 231   5.300    0.08    0.04
 232   5.300    0.03    0.04
 233   5.300    0.05    0.03
 234   5.300    0.06    0.03
 235   5.250    0.06    0.07
 236   5.250    0.05    0.03
 237   5.250    0.03    0.04
 238   5.250    0.05    0.04
 239   5.250    0.12    0.06
 240   5.250    0.09    0.05
 241   5.250    0.05    0.05
 242   5.250    0.04    0.05
 243   5.250    0.04    0.05
 244   5.250    0.03    0.04
 245   5.250    0.06    0.05
 246   5.250    0.03    0.04
 247   5.250    0.04    0.04
 248   5.250    0.03    0.05
 249   5.250    0.03    0.06
 250   5.200    0.05    0.07
 251   5.200    0.07    0.03
 252   5.200    0.03    0.05
 253   5.200    0.03    0.04
 254   5.200    0.03    0.05
 255   5.200    0.09    0.04
 256   5.200    0.03    0.07
 257   5.200    0.04    0.03
 258   5.200    0.04    0.05
 259   5.200    0.04    0.04
 260   5.200    0.03    0.04
 261   5.200    0.07    0.07
 262   5.350    0.05    0.04
 263   5.300    0.03    0.04
 264   5.250    0.04    0.05
 265   5.350    0.05    0.05
 266   5.300    0.02    0.03
 267   6.250    0.10    0.05
 268   5.950    0.05    0.02
 269   5.750    0.04    0.06
 270   5.600    0.04    0.04
 271   5.450    0.07    0.04
 272   5.750    0.03    0.05
 273   5.600    0.03    0.04
 274   5.550    0.01    0.03
 275   5.450    0.02    0.09
 276   5.450    0.07    0.05
 277   5.400    0.06    0.06
 278   5.350    0.02    0.05
 279   5.300    0.03    0.05
 280   5.300    0.03    0.06
 281   5.250    0.07    0.06
 282   5.250    0.02    0.05
 283   5.250    0.04    0.04
 284   5.250    0.04    0.06
 285   5.250    0.04    0.05
 286   5.250    0.04    0.03
 287   5.250    0.05    0.04
 288   5.200    0.03    0.06
 289   5.200    0.05    0.04
 290   5.200    0.03    0.04
 291   5.200    0.03    0.07
 292   5.200    0.02    0.05
 293   5.200    0.04    0.04
 294   5.200    0.03    0.03
 295   5.200    0.06    0.05
 296   5.200    0.05    0.07
 297   5.200    0.06    0.03
 298   5.900    0.03    0.04
 299   5.700    0.05    0.04
 300   5.550    0.05    0.06
 301   5.450    0.03    0.06
 302   5.350    0.06    0.05
 303   5.300    0.04    0.05
 304   5.300    0.02    0.06
 305   5.250    0.04    0.06
 306   5.250    0.03    0.05
 307   5.250    0.03    0.05
 308   5.200    0.05    0.05
 309   5.200    0.08    0.07
 310   5.200    0.04    0.06
 311   5.200    0.04    0.06
 312   5.200    0.05    0.04
 313   5.200    0.10    0.04
 314   5.200    0.09    0.07
 315   5.200    0.04    0.03
 316   5.200    0.09    0.04
 317   5.200    0.06    0.05
 318   5.200    0.03    0.03
 319   5.200    0.02    0.04
 320   5.200    0.04    0.03
 321   5.200    0.05    0.05
 322   5.200    0.02    0.02
 323   5.200    0.09    0.03
 324   5.200    0.03    0.03
 325   5.200    0.04    0.04
 326   5.200    0.03    0.06
 327   5.200    0.04    0.03
 328   5.200    0.03    0.04
 329   5.200    0.05    0.06
 330   5.200    0.04    0.05
 331   5.200    0.03    0.04
 332   5.150    0.03    0.04
 333   5.150    0.01    0.05
 334   5.150    0.04    0.06
 335   5.550    0.05    0.05
 336   5.450    0.05    0.05
 337   5.350    0.06    0.03
 338   5.300    0.03    0.08
 339   5.250    0.05    0.03
 340   5.250    0.02    0.05
 341   5.300    0.06    0.04
 342   5.300    0.02    0.03
 343   5.250    0.03    0.04
 344   5.250    0.05    0.04
 345   5.200    0.03    0.05
 346   5.200    0.04    0.04
 347   5.200    0.04    0.06
 348   5.200    0.03    0.05
 349   5.200    0.02    0.03
 350   5.200    0.04    0.03
 351   5.200    0.05    0.05
 352   5.200    0.05    0.04
 353   5.200    0.03    0.05
 354   5.200    0.04    0.04
 355   5.200    0.03    0.04
 356   5.200    0.03    0.06
 357   5.200    0.04    0.06
 358   5.200    0.03    0.05
 359   5.200    0.01    0.03
 360   5.200    0.02    0.06
 361   5.200    0.06    0.09
 362   5.150    0.05    0.07
 363   5.150    0.03    0.08
 364   5.150    0.03    0.03
 365   5.150    0.03    0.06
